セルマホ,cmavo,種類,タグ,機能語,キーワード,原文,rafsi,rafsi2,語法,文法,使用例,語源,ロジバンたんのメモ,覚え方
UI1,i'a,標準,,受容 （ i'a 受容 - i'anai 叱責）,,attitudinal: acceptance - blame.,,,"心態詞； それを受け容れる気持「うん、いいよ」「.i'a ta banzu／よし、それで足りる」 ・読み方： イハ  ・関連語： {selmansa}, {nalpro}, {no'epro}, {nalzugjdi}, {fi'i}",,,,,
UI1,ia'u,非標準,,attitudinal: trust - lack of trust - distrust,,attitudinal: trust - lack of trust - distrust,,,Used to express trust (as in trustworthiness). Based on {lacri}.,,,,,
UI1,ie,標準,,賛成 （ ie 賛成 - ienai 不賛成）,,attitudinal: agreement - disagreement.,,,心態詞； それに賛同する気持 「.ie ta melbi／そうだね、それは綺麗だ」 ・読み方： イェ ・関連語： {tugni},,,,,
UI1,i'e,標準,,喝采 （ i'e 喝采 - i'ecu'i 保留 - i'enai 非難）,,attitudinal: approval - non-approval - disapproval.,,,心態詞； それの良さを認めて支持／擁護する気持； 良さを内面的に味わう i'o と異なる「いいねぇ」「いけー！（応援）」「そうだそうだ（擁護）」「.i'e do xautce gunka／素晴らしい、本当によくやった」 ・読み方： イヘ  ・関連語： {zanru},,,,,
UI1,ie'i,非標準,,attitudinal: disgust - attraction,,attitudinal: disgust - attraction,,,"Expresses disgust (loathing, revulsion). Based on {rigni}, its opposite is {trina} (attraction, liking). To be used instead of the ""disgust""/repulsion of {a'unai} for any kind of disgust whose opposite is not {cinri}, but trina.",,,,,
UI1,ii,標準,,恐怖 （ ii 恐怖 - iinai 安全）,,attitudinal: fear - security.,,,心態詞； 怖れる／怯える気持 「.ii le tirxu vo'a xruti／ひぇぇ、虎が戻ってきた」・読み方： イィ ・関連語： {terpa},,,,,
UI1,i'i,標準,,連帯 （ i'i 連帯 - i'inai 内密）,,attitudinal: togetherness - privacy.,,,"心態詞； それについて他者との連帯感を覚える気持 「.i'i mi ba jinga／我々は勝つぞ！オーッ！」「.i'i mi mi'ecpe lo se pleji nu zenba／我々は賃上げを要求するぞ！オーッ！」 ・読み方： イヒ  ・関連語： {kansa}, {gunma}",,,,,
UI1,io,標準,,尊敬 （ io 尊敬 - ionai 軽蔑）,,attitudinal: respect - disrespect.,,,"心態詞； それを敬う気持 「.io ko mi jersi doi nolnau／旦那様、どうぞこちらへ」 ・読み方： ヨ ・関連語： {sinma}, {clite}, {ga'i} {nai}",,,,,
UI1,i'o,標準,,鑑賞 （ i'o 鑑賞 - i'onai 嫉妬）,,attitudinal: appreciation - envy.,,,心態詞； それの良さを鑑賞して味わう気持； 良さを公的に認めて支持する i'e と異なる「いいねえ」「.i'o do je'a pendo／恩に着るぜ、心の友よ」 ・読み方： イホ  ・関連語： {ckire},,,,,
UI1,iu,標準,,愛好 （ iu 愛好 - iunai 憎悪）,,attitudinal: love - no love lost - hatred.,,,"心態詞； それにたいする愛好が充溢している情況； 愛する気持 「.iu do melbi／綺麗だよ、ハニー」 ・読み方： ユ ・関連語： {prami}, {pendo}",,,,,
UI1,i'u,標準,,既知 （ i'u 既知 - i'unai 未知）,,attitudinal: familiarity - mystery.,,,"心態詞； それに見覚え／聞き覚え等がある情況「ああ、あれね」「.i'u mi ta xabju ze'a lo nanca be li so'i／知っている、そこに長年住んでいたから」 ・読み方： イフ  ・関連語： {selsau}, {nalselni'o}, {kufra}, {djuno}",,,,,
UI1,mau'u,非標準,,savoring/focusing and attempting to retain feelings of strong satisfaction - trying to escape intense dissatisfaction,,savoring/focusing and attempting to retain feelings of strong satisfaction - trying to escape intense dissatisfaction,,,'Mmm...',,,,,
UI1,ne'au,非標準,,attitudinal: devoidness of emotion (neutral by absence of emotion) - overwhelmed by/replete with/overflowing with (seemingly all) emotion,,attitudinal: devoidness of emotion (neutral by absence of emotion) - overwhelmed by/replete with/overflowing with (seemingly all) emotion,,,"Carries no positive or negative connotations. In some sense, the ""empty attitudinal"".",,,,,
UI1,o'a,標準,,誇り （ o'a 誇り - o'acu'i 謙遜 - o'anai 恥辱）,,attitudinal: pride - modesty/humility - shame.,,,"心態詞； それを誇る気持 「.o'a ju'i mamta mi kakne lo nu tcidu／ねえママ、ちゃんと読めるよ」 ・読み方： オハ  ・関連語： {jgira}, {ga'i}",,,,,
UI1,o'e,標準,,親近 （ o'e 親近 - o'enai 隔絶）,,attitudinal: closeness - distance.,,,"心態詞； それを身近に感じる気持； なれなれしい気持 「.o'e mi do ba kansa lo nu vitke lo mikce／病院に行くの、付き添ってあげる」 ・読み方： オヘ  ・関連語： {cnijbi}, {cnikansa}",,,,,
UI1,oi,標準,,不快 （ oi 不快 - oinai 快適）,,attitudinal: complaint - pleasure.,,,心態詞； それにたいする不快や不満を感じて訴えたい気持「おいおい」「.oi mi cortu le kanla／ううっ、目が痛い」 ・読み方： オイ  ・関連語： {pante},,,,,
UI1,o'i,標準,,用心 （ o'i 用心 - o'inai 軽率）,,attitudinal: caution - rashness.,,,"心態詞； 可能性や危険にたいして備える気持； 焦らない気持「転ばぬ先の杖」「o'i fagri snuti／火の用心」「.o'i le loldi cu se sakli／床が滑るから気をつけて」 ・読み方： オヒ  ・関連語： {seljde}, {capyrivbi}, {capfanta}, {srerivbi}, {srefanta}, {naldarsi}",,,,,
UI1,oi'o,非標準,,attitudinal: fuck/shit - fuck yeah/hell yeah,,attitudinal: fuck/shit - fuck yeah/hell yeah,,,Vulgar version of {oi} used to express condescending disgust/dismissal/disapproval/pain/complaint (or ecstatic approval/pleasure/excitement with {nai}) all at once.,,,,,
UI1,oi'u,非標準,,attitudinal: pain/suffering - comfort,,attitudinal: pain/suffering - comfort,,,See {cortu},,,,,
UI1,o'o,標準,,寛容 （ o'o 寛容 - o'ocu'i 辛抱 - o'onai 憤怒）,,attitudinal: patience - mere tolerance - anger.,,,"心態詞； 一般には反感の的となるそれにたいして寛大に許容する気持 「.o'o ko za'u re'u troci／構いません、もう一度やってみてください」・読み方： オホ  ・関連語： {xendo}, {de'acni}",,,,,
UI1,o'u,標準,,くつろぎ （ o'u くつろぎ - o'ucu'i 平静 - o'unai 緊張）,,attitudinal: relaxation - composure - stress.,,,心態詞； ゆったりくつろぐ気持 「.o'u ti zabna se lifri／あー、極楽、極楽！」 ・読み方： オフ  ・関連語： {surla},,,,,
UI1,ua,標準,,発見 （ ua 発見 - uanai 模索）,,attitudinal: discovery - confusion/searching.,,,心態詞； 新しく知った／見つけた／気づいた気持 「.ua ba'e ta do mensi／へえ、あれがお姉さん／妹さんか」・読み方： ワ ・関連語： {facki},,,,,
UI1,u'a,標準,,獲得 （ u'a 獲得 - u'anai 損失）,,attitudinal: gain - loss.,,,"心態詞； 有益／利用価値のあるそれを手に入れた気持「やった」「.u'a la'e di'u je'urja'o lo du'u mi pu drani／やった！それは私が正しかったという証拠だ」 ・読み方： ウハ  ・関連語： {jinga}, {selne'u}, {prali}",,,,,
UI1,uai,非標準,,attitudinal: friendly/friendishly/amicably/companionship/compatriotship/comradeship - antagonistically/enemyishly,,attitudinal: friendly/friendishly/amicably/companionship/compatriotship/comradeship - antagonistically/enemyishly,,,"See also: {ai}, {au}, {iu}, {o'e}, {ua}, {ui}, {kansa}, {pendo}, {prami}",,,,,
UI1,u'ai,非標準,,attitudinal: triumph/victory - draw/tie/inconclusive - defeat/loss,,attitudinal: triumph/victory - draw/tie/inconclusive - defeat/loss,,,"Does not imply superiority.  Related to: {io}, {o'a}, {ui}, {oinai}, {uo}, {u'a}.",,,,,
UI1,uau,非標準,,Attitudinal: impressed/amazed - unimpressed (neutral)/blasé/bland/commonplace - unimpressed (negative)/disappointed/bored,,Attitudinal: impressed/amazed - unimpressed (neutral)/blasé/bland/commonplace - unimpressed (negative)/disappointed/bored,,,"Not necessarily positive (one can be inpressed by/amazed by another's foolishness, ignorance, etc., for example; this feeling of amazement is not quite ironic or sarcastic, but it is a bit wry).",,,,,
UI1,ue,標準,,驚嘆 （ ue 驚嘆 - uecu'i 無動揺 - uenai 覚悟）,,attitudinal: surprise - not really surprised - expectation.,,,心態詞； 予期していなかったそれに驚く気持 「.ue ta lenku／ひぃっ、冷たい！」 ・読み方： ウェ ・関連語： {selspaji},,,,,
UI1,u'e,標準,,畏敬 （ u'e 畏敬 - u'enai 平凡）,,attitudinal: wonder - commonplace.,,,心態詞； 崇高／壮大なそれにたいする畏れの気持 「.u'e le va gerku cu mutce stati／すごい、あの犬ほんとに才能あるな」 ・読み方： ウヘ  ・関連語： {selmanci},,,,,
UI1,ue'i,非標準,,attitudinal: excitement - lack of excitement - boredom,,attitudinal: excitement - lack of excitement - boredom,,,"Used to express excitement (enthusiasm, exhilaration). The opposite expresses boredom (dullness), while the cu'i-form expresses ""indifference"". See {fizbu}, {tolzdi}",,,,,
UI1,ui,標準,,幸福 （ ui 幸福 - uinai 悲嘆）,,attitudinal: happiness - unhappiness.,,,心態詞； それについて嬉しさや幸せを感じる気持 「.ui mi co'a se panzi／パパに／ママになりました！」 ・読み方： ウィ ・関連語： {gleki},,,,,
UI1,u'i,標準,,愉快 （ u'i 愉快 - u'inai 退屈）,,attitudinal: amusement - weariness.,,,"心態詞； それをおもしろく感じて愉しさを覚える気持 「u'i tu zerle'a lo dakli be loi ckopalku .i ku'i lo jdini cu nenri ti／はは、あいつオムツのカバンを盗んで行った、金はこっちに入ってるのに」 ・読み方： ウヒ  ・関連語： {selzdi}, {selxajmi}, {xalbo}",,,,,
UI1,uo,標準,,完全 （ uo 完全 - uonai 不完全）,,attitudinal: completion - incompleteness.,,,"心態詞； それについて完全／完了を感じる気持； 終わった、出来た、十分であることにたいする気持「ba'o bevri lo velmikce .uo／薬を持ってきたからもう大丈夫」 ・読み方： ウォ ・関連語： {mulno}, {mansa}, {fanmo}, {snada}",,,,,
UI1,u'o,標準,,勇気 （ u'o 勇気 - u'ocu'i 内気 - u'onai 臆病）,,attitudinal: courage - timidity - cowardice.,,,心態詞； それについて勇む、果敢となる気持 「.u'o mi do pu'o nurgau／よし、今すぐ助けに行くよ」・読み方： ウホ  ・関連語： {virnu},,,,,
UI1,uu,標準,,哀憫 （ uu 哀憫 - uunai 酷虐）,,attitudinal: pity - cruelty.,,,心態詞； 苦境にあるそれがかわいそうで哀しむ気持； 自分以外の物／者にたいする憐れみの気持 「.uu mi ba dunda lo boxfo do／かわいそうに、毛布をあげましょう」 ・読み方： ウゥ ・関連語： {kecti},,,,,
UI1,u'u,標準,,後悔 （ u'u 後悔 - u'ucu'i 潔白 - u'unai 悪意）,,attitudinal: repentance - lack of regret - innocence.,,,"心態詞； 既に起きた／行為したそれを悔やみ、取り消したいと思う気持 「.u'u mi pu na jundi／申し訳ない、不注意でした」 ・読み方： ウフ  ・関連語： {xenru}, {zugycni}",,,,,
UI1b,bu'a'a,非標準,,naturalistic interjection: used to express a fit of overwhelming or uncontrollable laughter; the stereotypical 'evil laugh',,naturalistic interjection: used to express a fit of overwhelming or uncontrollable laughter; the stereotypical 'evil laugh',,,"Additional -'a syllables may be added as desired. See {u'i}, {le'o}, {xa'a}, {cmila}, {palci}",,,,,
UI1b,xa'a,非標準,,naturalistic interjection: laughter,,naturalistic interjection: laughter,,,"Differs from {u'i} in that this is meant to be a typographical representation of actual laughter. Additional -'a syllables may be added as desired. See {bu'a'a}, {cmila}, {ki'ai}",,,,,
UI1b,xa'a'a,非標準,,naturalistic interjection: laughter,,naturalistic interjection: laughter,,,= {xa'a},,,,,
UI1b,xai'a,非標準,,naturalistic interjection: Hyah! (battle cry/kiai),,naturalistic interjection: Hyah! (battle cry/kiai),,,"A short yell/vocalization used in order to focus one's energies in external/outward projection, as in martial arts.",,,,,
UI1b,xu'u'i,非標準,,"naturalistic interjection: a controlled, focused breathing technique (used for coping, as with pain, fear, etc.)",,"naturalistic interjection: a controlled, focused breathing technique (used for coping, as with pain, fear, etc.)",,,(Commonly used in some guides to giving birth.) Essentially onomatopoeic.,,,,,
UI1b,xy'y,非標準,,naturalistic interjection: in thought/contemplation,,naturalistic interjection: in thought/contemplation,,,Differs from {y} in that it doesn't imply hesitation or a desire to say anything after. The first syllable may be lengthened as desired. Has a mandatory pause after. See {pensi}.,,,,,
UI2,ba'a,標準,,予期 （ ba'a 予期 - ba'acu'i 経験 - ba'anai 回想）,,evidential: I expect - I experience - I remember.,,,"心態詞；「ba'a do bazu djuno／そのうちわかるだろうよ」 ・読み方： バハ  ・関連語： {bavykri}, {lifri}, {morji}",,,,,
UI2,ca'e,標準,,定義,,evidential: I define.,,,"心態詞（認識系）； それがどうであるかを定義しようとしている認識態度「ca'e le mi tubnu cu na'ebo marna tubnu／俺のパイプはマリファナじゃねえ、俺がそう言うんだから間違いねえ」「ca'e le re do cu simxu speni／ここに二人を夫婦とする」 ・読み方： シャヘ  ・関連語： {mitcu'a}, {mitsmu}",,,,,
UI2,ca'enai,複合cmavo,,evidential: I don't define,,evidential: I don't define,,,,,,,,
UI2,ja'o,標準,,つまり,,evidential: I conclude.,,,"心態詞（認識系）；論理・法則・体系に照らし合わせて必然的 「つまり」「要するに」「したがって」「za'a carvi cladu .i ja'o carvi carmi／雨音がうるさいな。つまり雨が激しいということだ」 ・読み方： ジャホ  ・関連語： {selni'i}, {ni'ikri}",,,,,
UI2,jei'u,非標準,,evidential: I intuit... / I suspect...,,evidential: I intuit... / I suspect...,,,"Contains no negative connotation. See {jijnu}, {jijyji'i}, {pe'i}",,,,,
UI2,ju'a,標準,,提言,,evidential: I state - (default) elliptical/non-specific basis.,,,心態詞（認識系）； 発言／表現が何らかの認識基盤にもとづいていることを念押しする「言っておくけど」「ju'a ba'e ro da cu se senpi／全てが疑わしいと言える」 ・読み方： ジュハ  ・関連語： {xusra},,,,,
UI2,ju'oi,非標準,,evidential: I know that...,,evidential: I know that...,,,"May also be used to say you know the answer to a question asked to you, or an indirect question ({kau}) you had tagged. See {ju'oinai}, {djuno}, {ju'o}",,,,,
UI2,kai'a,非標準,,evidential: by definition... / essentialistically...,,evidential: by definition... / essentialistically...,,,"Differs from {ca'e}, in that rather than defining something to be true, this gives an opinion on an existing definition or essential characteristic. See {kairpau}.",,,,,
